"","DOI","ISSN","ISBN","PubMed.ID","EID","Source"
"32535","10.1504/IJGW.2015.070045","17582083",NA,"","2-s2.0-84944681926","Scopus"
"32536","10.1016/j.jclepro.2015.01.065","09596526",NA,"","2-s2.0-84926159498","Scopus"
"32537","","09745904",NA,"","2-s2.0-84938337847","Scopus"
"32538","10.1080/13549839.2014.949644","13549839",NA,"","2-s2.0-84933182274","Scopus"
"32539","10.1002/ep.12064","19447442",NA,"","2-s2.0-84930069397","Scopus"
"32540","10.1504/IJETM.2015.072128","14662132",NA,"","2-s2.0-84943423124","Scopus"
"32541","10.3390/su71013055","20711050",NA,"","2-s2.0-84949225984","Scopus"
"32542","10.1002/aic.15016","00011541",NA,"","2-s2.0-84945922063","Scopus"
"32543","10.3390/su7078051","20711050",NA,"","2-s2.0-84941902570","Scopus"
"32544","","18634672",NA,"","2-s2.0-84945306979","Scopus"
"32545","10.3390/w7062840","20734441",NA,"","2-s2.0-84938723429","Scopus"
"32546","10.2166/ws.2015.046","16069749",NA,"","2-s2.0-84983178088","Scopus"
"32547","","14590255",NA,"","2-s2.0-84928950876","Scopus"
"32548","10.5846/stxb201306171725","10000933",NA,"","2-s2.0-84929448027","Scopus"
"32549","10.1093/jwelb/jwv021","17549957",NA,"","2-s2.0-84943774473","Scopus"
"32550","10.5890/JEAM.2015.09.008","23256192",NA,"","2-s2.0-85009374157","Scopus"
"32551","","09745904",NA,"","2-s2.0-84953227763","Scopus"
"32552","10.3989/ic.13.138","00200883",NA,"","2-s2.0-84939514875","Scopus"
"32553","10.3992/jgb.10.2.79","15526100",NA,"","2-s2.0-84937391063","Scopus"
